,CC_As,Nombres_As,Apellidos_As,Correo_As,Genero_As,Telefono_As,Fecha_Naci_As,Edad_As,Estado_As,Estado_Gratui_As,Estado_Civil_As,Id_Us
2124,1161598754,Maribel Perlita,Pla Perales,maribel.pla@hotmail.com,F,997240744,9/7/1986,36,Inactivo,Gratuidad,Union Libre,a6ca8268-74f4-11ed-8c78-0242ac1c000c
2125,2245646480,María Pilar Pía,Muñoz Zabaleta,maría pilar.muñoz@hotmail.com,F,946361054,7/11/1987,35,Activo,Sin gratuidad,Casado/a,a6ca833a-74f4-11ed-8c78-0242ac1c000c
2126,770451806,René José Luis,Calzada Molins,rené.calzada@hotmail.com,M,958156822,14/11/1994,28,Inactivo,Sin gratuidad,Casado/a,a6ca83f8-74f4-11ed-8c78-0242ac1c000c
2127,332833734,Ciriaco Custodio,Guerrero Gascón,ciriaco.guerrero@hotmail.com,M,961863784,17/4/2002,20,Inactivo,Gratuidad,Viudo/a,a6ca84b6-74f4-11ed-8c78-0242ac1c000c
2128,1727604409,Juan Guiomar,Toledo Balaguer,juan.toledo@hotmail.com,M,902075586,25/1/1985,37,Activo,Gratuidad,Divorciado,a6ca857e-74f4-11ed-8c78-0242ac1c000c
2129,1024064744,Adelia Bienvenida,Real Peinado,adelia.real@hotmail.com,F,936858868,6/5/1988,34,Activo,Perdida gratuidad temporal,Divorciado,a6ca8632-74f4-11ed-8c78-0242ac1c000c
2130,1640187571,Marcela María,Riquelme Duarte,marcela.riquelme@hotmail.com,F,986839409,9/12/2002,19,Inactivo,Gratuidad,Divorciado,a6ca86f0-74f4-11ed-8c78-0242ac1c000c
2131,2070934541,Olegario Ángel,Barceló Echeverría,olegario.barceló@hotmail.com,M,937954694,27/5/1996,26,Inactivo,Sin gratuidad,Divorciado,a6ca87b8-74f4-11ed-8c78-0242ac1c000c
2132,445491490,Marcia Paola,Reguera Castilla,marcia.reguera@hotmail.com,F,960919657,8/12/1989,32,Activo,Gratuidad,Viudo/a,a6ca8876-74f4-11ed-8c78-0242ac1c000c
2133,1984793192,Emilia Cloe,Valls Manjón,emilia.valls@hotmail.com,F,959755779,31/12/2000,21,Inactivo,Sin gratuidad,Divorciado,a6ca8934-74f4-11ed-8c78-0242ac1c000c
2134,678028241,Eufemia Leandra,Canals Salom,eufemia.canals@hotmail.com,F,970068499,20/11/1993,29,Inactivo,Gratuidad,Casado/a,a6ca8a06-74f4-11ed-8c78-0242ac1c000c
2135,1737957834,Irene Esmeralda,Riquelme Pereira,irene.riquelme@hotmail.com,F,912709141,5/10/1983,39,Inactivo,Gratuidad,Union Libre,a6ca8ac4-74f4-11ed-8c78-0242ac1c000c
2136,1526347061,Visitación Febe,Collado Suarez,visitación.collado@hotmail.com,F,996046765,8/3/1982,40,Inactivo,Perdida gratuidad temporal,Union Libre,a6ca8b82-74f4-11ed-8c78-0242ac1c000c
2137,537612410,Paula María Cristina,Chacón Madrid,paula.chacón@hotmail.com,F,929935871,29/11/2005,17,Activo,Gratuidad,Union Libre,a6ca8c40-74f4-11ed-8c78-0242ac1c000c
2138,2122656221,Trinidad Noemí,Jiménez Orozco,trinidad.jiménez@hotmail.com,F,962294097,28/5/2000,22,Activo,Sin gratuidad,Soltero/a,a6ca8cfe-74f4-11ed-8c78-0242ac1c000c
2139,1793405829,Moisés Albert,Carnero Mesa,moisés.carnero@hotmail.com,M,918175215,3/6/1985,37,Inactivo,Sin gratuidad,Soltero/a,a6ca8dc6-74f4-11ed-8c78-0242ac1c000c
2140,1018073589,Adolfo Celestino,Salvador Bonet,adolfo.salvador@hotmail.com,M,935213700,5/11/1985,37,Activo,Gratuidad,Union Libre,a6ca8e8e-74f4-11ed-8c78-0242ac1c000c
2141,1107196552,Pastora Lupita,Luís Reguera,pastora.luís@hotmail.com,F,947155452,3/6/1999,23,Inactivo,Sin gratuidad,Union Libre,a6ca8f4c-74f4-11ed-8c78-0242ac1c000c
2142,1120135877,Amarilis Georgina,Bueno Torralba,amarilis.bueno@hotmail.com,F,900774240,21/9/1995,27,Activo,Sin gratuidad,Viudo/a,a6ca901e-74f4-11ed-8c78-0242ac1c000c
2143,871340069,Sonia Cándida,Portero Soto,sonia.portero@hotmail.com,F,909728836,2/7/1987,35,Inactivo,Sin gratuidad,Casado/a,a6ca90e6-74f4-11ed-8c78-0242ac1c000c
2144,235431240,Lara Piedad,Cid Iglesia,lara.cid@hotmail.com,F,905396886,15/12/1993,28,Inactivo,Perdida gratuidad temporal,Divorciado,a6ca91a4-74f4-11ed-8c78-0242ac1c000c
2145,475101686,Abel Maximiano,Monreal Hervia,abel.monreal@hotmail.com,M,946966901,1/6/2001,21,Inactivo,Perdida gratuidad temporal,Divorciado,a6ca926c-74f4-11ed-8c78-0242ac1c000c
2146,1035771382,Pascual Pancho,Almansa Huerta,pascual.almansa@hotmail.com,M,932305473,18/5/1999,23,Activo,Sin gratuidad,Soltero/a,a6ca932a-74f4-11ed-8c78-0242ac1c000c
2147,2393625390,Aura Evita,Alarcón Tormo,aura.alarcón@hotmail.com,F,916819638,29/9/1980,42,Activo,Sin gratuidad,Casado/a,a6ca93e8-74f4-11ed-8c78-0242ac1c000c
2148,1297009885,Leopoldo Cleto,Bolaños Gárate,leopoldo.bolaños@hotmail.com,M,940068563,13/9/2005,17,Inactivo,Gratuidad,Casado/a,a6ca94a6-74f4-11ed-8c78-0242ac1c000c
2149,2464563636,Juan Roberto,Girón Poza,juan.girón@hotmail.com,M,958830315,16/6/1995,27,Activo,Perdida gratuidad temporal,Viudo/a,a6ca9564-74f4-11ed-8c78-0242ac1c000c
2150,347799906,Amaya Narcisa,Avilés Guardia,amaya.avilés@hotmail.com,F,989206698,4/5/2004,18,Inactivo,Perdida gratuidad temporal,Divorciado,a6ca9622-74f4-11ed-8c78-0242ac1c000c
2151,952599883,Joel Asdrubal,Torres Matas,joel.torres@hotmail.com,M,938838899,22/2/2001,21,Activo,Sin gratuidad,Soltero/a,a6ca96e0-74f4-11ed-8c78-0242ac1c000c
2152,615324002,Héctor Nilo,Alcaraz Rincón,héctor.alcaraz@hotmail.com,M,985571776,8/6/2000,22,Activo,Perdida gratuidad temporal,Soltero/a,a6ca97a8-74f4-11ed-8c78-0242ac1c000c
2153,447869488,Carmela Judith,Montero Falcón,carmela.montero@hotmail.com,F,966583003,3/7/1999,23,Inactivo,Perdida gratuidad temporal,Divorciado,a6ca987a-74f4-11ed-8c78-0242ac1c000c
2154,1722685981,Ovidio Patricio,Salcedo Montesinos,ovidio.salcedo@hotmail.com,M,935328755,20/1/1985,37,Inactivo,Sin gratuidad,Soltero/a,a6ca9938-74f4-11ed-8c78-0242ac1c000c
2155,845919815,Delia Otilia,Goñi Sevilla,delia.goñi@hotmail.com,F,912443312,14/9/1998,24,Inactivo,Gratuidad,Casado/a,a6ca99f6-74f4-11ed-8c78-0242ac1c000c
2156,1467630277,Vinicio Victor Manuel,Amo Adadia,vinicio.amo@hotmail.com,M,956350009,20/6/1984,38,Inactivo,Gratuidad,Soltero/a,a6ca9abe-74f4-11ed-8c78-0242ac1c000c
2157,1712157896,Godofredo Florencio,Borja Ochoa,godofredo.borja@hotmail.com,M,958429569,6/12/2003,18,Inactivo,Sin gratuidad,Union Libre,a6ca9b86-74f4-11ed-8c78-0242ac1c000c
2158,247086855,Eliana Lina,Herrera Carpio,eliana.herrera@hotmail.com,F,916876693,14/6/2004,18,Inactivo,Sin gratuidad,Union Libre,a6ca9c44-74f4-11ed-8c78-0242ac1c000c
2159,1326765452,Jonatan Yago,Navarrete Verdú,jonatan.navarrete@hotmail.com,M,965118981,15/9/2001,21,Activo,Perdida gratuidad temporal,Casado/a,a6ca9cf8-74f4-11ed-8c78-0242ac1c000c
2160,2364759073,Flavia Encarna,Almazán Nieto,flavia.almazán@hotmail.com,F,902462294,30/3/1980,42,Inactivo,Sin gratuidad,Union Libre,a6ca9dc0-74f4-11ed-8c78-0242ac1c000c
2161,1744323803,Pepita María Ángeles,Borrell Tomé,pepita.borrell@hotmail.com,F,933962552,21/1/2006,16,Activo,Perdida gratuidad temporal,Soltero/a,a6ca9e74-74f4-11ed-8c78-0242ac1c000c
2162,795342236,Vito Plácido,Leon Landa,vito.leon@hotmail.com,M,934664633,23/1/1993,29,Inactivo,Gratuidad,Casado/a,a6ca9f28-74f4-11ed-8c78-0242ac1c000c
2163,1455891506,Sebastián Hector,Coronado Teruel,sebastián.coronado@hotmail.com,M,992931942,1/3/1992,30,Activo,Sin gratuidad,Casado/a,a6ca9fdc-74f4-11ed-8c78-0242ac1c000c
2164,122750763,Celestina Anunciación,Gordillo Catalá,celestina.gordillo@hotmail.com,F,961752489,7/8/1998,24,Inactivo,Gratuidad,Casado/a,a6caa342-74f4-11ed-8c78-0242ac1c000c
2165,1067969131,Agapito Sandalio,Pi Vicens,agapito.pi@hotmail.com,M,954902581,5/2/1991,31,Inactivo,Sin gratuidad,Soltero/a,a6caa4d2-74f4-11ed-8c78-0242ac1c000c
2166,1801276292,Pilar Salomé,Coronado Mendez,pilar.coronado@hotmail.com,F,971481551,20/11/1992,30,Activo,Sin gratuidad,Casado/a,a6caa5a4-74f4-11ed-8c78-0242ac1c000c
2167,2152667459,Adolfo Gervasio,Sierra Figuerola,adolfo.sierra@hotmail.com,M,979669485,27/12/2003,18,Activo,Sin gratuidad,Divorciado,a6caa662-74f4-11ed-8c78-0242ac1c000c
2168,2212434980,Hernán Loreto,Cabo Chamorro,hernán.cabo@hotmail.com,M,961548105,12/9/1992,30,Inactivo,Sin gratuidad,Viudo/a,a6caa716-74f4-11ed-8c78-0242ac1c000c
2169,1688244320,Bernardo Hugo,Alegre Guardia,bernardo.alegre@hotmail.com,M,975702392,7/2/1996,26,Inactivo,Perdida gratuidad temporal,Soltero/a,a6caa7d4-74f4-11ed-8c78-0242ac1c000c
2170,1995022391,Ciriaco Chus,Quintanilla Medina,ciriaco.quintanilla@hotmail.com,M,944520238,21/12/1995,26,Inactivo,Gratuidad,Viudo/a,a6caa892-74f4-11ed-8c78-0242ac1c000c
2171,273408436,Elías Ambrosio,Solé Valencia,elías.solé@hotmail.com,M,925284665,11/1/2003,19,Activo,Gratuidad,Divorciado,a6caa9a0-74f4-11ed-8c78-0242ac1c000c
2172,232441387,Ramona Rita,Estevez Cobo,ramona.estevez@hotmail.com,F,908187247,7/3/1990,32,Activo,Gratuidad,Union Libre,a6caaa5e-74f4-11ed-8c78-0242ac1c000c
2173,1160394903,Asunción Ángela,Aramburu Perelló,asunción.aramburu@hotmail.com,F,907241464,19/4/1997,25,Activo,Perdida gratuidad temporal,Soltero/a,a6caab26-74f4-11ed-8c78-0242ac1c000c
2174,1078829056,Adolfo Fabio,Aguado Gutiérrez,adolfo.aguado@hotmail.com,M,924699295,10/4/2000,22,Activo,Gratuidad,Soltero/a,a6caabe4-74f4-11ed-8c78-0242ac1c000c
2175,1849712771,Lucas Martin,Tomás Beltran,lucas.tomás@hotmail.com,M,913792771,22/7/1981,41,Activo,Sin gratuidad,Divorciado,a6caacac-74f4-11ed-8c78-0242ac1c000c
2176,1419693538,José Mari Luis Miguel,Cárdenas Blázquez,josé mari.cárdenas@hotmail.com,M,969431906,3/2/1996,26,Activo,Sin gratuidad,Divorciado,a6caad6a-74f4-11ed-8c78-0242ac1c000c
2177,1413073618,Reyna Encarnita,Molins Pujol,reyna.molins@hotmail.com,F,939575388,21/7/1980,42,Inactivo,Perdida gratuidad temporal,Viudo/a,a6caae28-74f4-11ed-8c78-0242ac1c000c
2178,2097764033,Leocadio Sebastián,Donaire Hernandez,leocadio.donaire@hotmail.com,M,903193459,19/5/1980,42,Inactivo,Perdida gratuidad temporal,Casado/a,a6caaee6-74f4-11ed-8c78-0242ac1c000c
2179,1043910464,Leire Agustina,Español Jurado,leire.español@hotmail.com,F,973701662,4/1/1991,31,Inactivo,Gratuidad,Soltero/a,a6caafa4-74f4-11ed-8c78-0242ac1c000c
2180,612329973,Román Timoteo,Casares Córdoba,román.casares@hotmail.com,M,967584821,17/8/2001,21,Activo,Perdida gratuidad temporal,Viudo/a,a6cab062-74f4-11ed-8c78-0242ac1c000c
2181,1578939344,Cayetana Yésica,Borrego Pina,cayetana.borrego@hotmail.com,F,904479979,12/5/1997,25,Activo,Sin gratuidad,Union Libre,a6cab120-74f4-11ed-8c78-0242ac1c000c
2182,1890334580,Efraín Cirino,Beltran Bayona,efraín.beltran@hotmail.com,M,909431241,10/6/1983,39,Inactivo,Gratuidad,Viudo/a,a6cab1e8-74f4-11ed-8c78-0242ac1c000c
2183,624796080,Noa Clarisa,Yuste Sedano,noa.yuste@hotmail.com,F,980944332,25/2/1984,38,Activo,Gratuidad,Viudo/a,a6cab2a6-74f4-11ed-8c78-0242ac1c000c
2184,2266173286,Anacleto Lisandro,Corominas Pascual,anacleto.corominas@hotmail.com,M,959077465,10/4/2006,16,Inactivo,Sin gratuidad,Soltero/a,a6cab36e-74f4-11ed-8c78-0242ac1c000c
2185,2384401288,Máximo Juan Antonio,Zurita Barreda,máximo.zurita@hotmail.com,M,933070216,26/8/1995,27,Inactivo,Sin gratuidad,Union Libre,a6cab44a-74f4-11ed-8c78-0242ac1c000c
2186,2007917569,Toni Enrique,Millán Moll,toni.millán@hotmail.com,M,931451995,23/12/1999,22,Activo,Sin gratuidad,Union Libre,a6cab51c-74f4-11ed-8c78-0242ac1c000c
2187,2029948619,María Isabel,Delgado Medina,maría.delgado@hotmail.com,F,955064063,17/2/2003,19,Activo,Perdida gratuidad temporal,Casado/a,a6cab5ee-74f4-11ed-8c78-0242ac1c000c
2188,1508722200,Águeda Marina,Figueras Figueroa,águeda.figueras@hotmail.com,F,916741702,27/9/2006,16,Activo,Sin gratuidad,Casado/a,a6cab6c0-74f4-11ed-8c78-0242ac1c000c
2189,1931483595,Lalo Hernán,Ibáñez Vera,lalo.ibáñez@hotmail.com,M,939167700,23/6/1991,31,Activo,Sin gratuidad,Viudo/a,a6cab77e-74f4-11ed-8c78-0242ac1c000c
2190,1127379275,Fátima Asunción,Bas Osorio,fátima.bas@hotmail.com,F,931260265,4/10/1982,40,Inactivo,Gratuidad,Soltero/a,a6cab83c-74f4-11ed-8c78-0242ac1c000c
2191,841038347,Josefina Graciana,Mascaró Perales,josefina.mascaró@hotmail.com,F,963127787,7/11/1990,32,Inactivo,Gratuidad,Soltero/a,a6cab8f0-74f4-11ed-8c78-0242ac1c000c
2192,479108309,Javiera Pepita,Viana Alcalde,javiera.viana@hotmail.com,F,942620705,24/9/2004,18,Activo,Sin gratuidad,Viudo/a,a6cab9ae-74f4-11ed-8c78-0242ac1c000c
2193,2021842910,Aitana Emilia,Castañeda Rozas,aitana.castañeda@hotmail.com,F,945565134,3/9/1987,35,Inactivo,Perdida gratuidad temporal,Divorciado,a6caba62-74f4-11ed-8c78-0242ac1c000c
2194,1807010715,Úrsula Florencia,Vega Donaire,úrsula.vega@hotmail.com,F,935978015,4/10/1989,33,Inactivo,Perdida gratuidad temporal,Union Libre,a6cabb16-74f4-11ed-8c78-0242ac1c000c
2195,1526258266,Estefanía Elisabet,Jódar Pinto,estefanía.jódar@hotmail.com,F,967565508,11/9/1995,27,Activo,Sin gratuidad,Divorciado,a6cabbd4-74f4-11ed-8c78-0242ac1c000c
2196,1559482894,Tatiana Prudencia,Benavent Rey,tatiana.benavent@hotmail.com,F,985039053,13/7/1985,37,Inactivo,Gratuidad,Divorciado,a6cabc7e-74f4-11ed-8c78-0242ac1c000c
2197,2107445598,Roque Samu,Vara Español,roque.vara@hotmail.com,M,921001426,16/3/2004,18,Activo,Perdida gratuidad temporal,Viudo/a,a6cabd32-74f4-11ed-8c78-0242ac1c000c
2198,2028140929,Rita Ruth,Campoy Haro,rita.campoy@hotmail.com,F,903909646,3/7/1989,33,Inactivo,Gratuidad,Viudo/a,a6cabdf0-74f4-11ed-8c78-0242ac1c000c
2199,2237291394,Fernando Adán,Llopis Azorin,fernando.llopis@hotmail.com,M,921330306,17/5/1980,42,Inactivo,Gratuidad,Soltero/a,a6cabea4-74f4-11ed-8c78-0242ac1c000c
2200,697365183,Ignacia Silvia,Vendrell Torrecilla,ignacia.vendrell@hotmail.com,F,948023655,8/10/1984,38,Activo,Perdida gratuidad temporal,Union Libre,a6cabf58-74f4-11ed-8c78-0242ac1c000c
2201,312528377,Joel Borja,Saura Montoya,joel.saura@hotmail.com,M,903777295,8/4/1996,26,Inactivo,Sin gratuidad,Divorciado,a6cac020-74f4-11ed-8c78-0242ac1c000c
2202,319480423,Manu Lupita,Campillo Sobrino,manu.campillo@hotmail.com,F,921093164,5/10/2001,21,Inactivo,Perdida gratuidad temporal,Union Libre,a6cac0d4-74f4-11ed-8c78-0242ac1c000c
2203,293132314,Noemí Flora,Folch Pol,noemí.folch@hotmail.com,F,981985322,28/10/1982,40,Activo,Gratuidad,Viudo/a,a6cac192-74f4-11ed-8c78-0242ac1c000c
2204,1766559254,Bernardo Valentín,Rosell Chico,bernardo.rosell@hotmail.com,M,916351539,9/1/1994,28,Activo,Sin gratuidad,Casado/a,a6cac250-74f4-11ed-8c78-0242ac1c000c
2205,1788387646,José Mari Alejo,Calderon Gomis,josé mari.calderon@hotmail.com,M,932851690,28/11/1992,30,Inactivo,Gratuidad,Soltero/a,a6cac30e-74f4-11ed-8c78-0242ac1c000c
2206,1341992806,Rosaura Virginia,Salom Marí,rosaura.salom@hotmail.com,F,999501217,26/9/1984,38,Inactivo,Gratuidad,Union Libre,a6cac3cc-74f4-11ed-8c78-0242ac1c000c
2207,1895759134,Sandalio Herminio,Coronado Vicente,sandalio.coronado@hotmail.com,M,904271349,17/10/2006,16,Inactivo,Sin gratuidad,Union Libre,a6cac494-74f4-11ed-8c78-0242ac1c000c
2208,2231001227,Rafael Graciano,Grande Roda,rafael.grande@hotmail.com,M,948942526,11/11/1981,41,Inactivo,Perdida gratuidad temporal,Union Libre,a6cac552-74f4-11ed-8c78-0242ac1c000c
2209,2062069859,Elvira Griselda,Calleja Paredes,elvira.calleja@hotmail.com,F,951705294,14/7/1993,29,Inactivo,Sin gratuidad,Divorciado,a6cac61a-74f4-11ed-8c78-0242ac1c000c
2210,369638212,Eliseo Goyo,Cerezo Mateos,eliseo.cerezo@hotmail.com,M,927498108,11/9/1988,34,Activo,Gratuidad,Casado/a,a6cac6ce-74f4-11ed-8c78-0242ac1c000c
2211,1276772887,Nieves Lola,Villegas Núñez,nieves.villegas@hotmail.com,F,971421003,19/10/1987,35,Activo,Gratuidad,Viudo/a,a6cac778-74f4-11ed-8c78-0242ac1c000c
2212,1009690449,Hernando Conrado,Arévalo Villalobos,hernando.arévalo@hotmail.com,M,950662300,14/9/1988,34,Inactivo,Gratuidad,Divorciado,a6cb9bd0-74f4-11ed-8c78-0242ac1c000c
2213,787760866,Fernando Yago,Berrocal Alfonso,fernando.berrocal@hotmail.com,M,993348428,29/5/1982,40,Inactivo,Gratuidad,Casado/a,a6cb9f22-74f4-11ed-8c78-0242ac1c000c
2214,2406774077,Primitivo Haroldo,Espinosa Miranda,primitivo.espinosa@hotmail.com,M,922712527,26/5/1992,30,Inactivo,Gratuidad,Soltero/a,a6cba012-74f4-11ed-8c78-0242ac1c000c
2215,345076427,Amelia Fortunata,Jimenez Cobo,amelia.jimenez@hotmail.com,F,908290328,10/4/1982,40,Inactivo,Gratuidad,Casado/a,a6cba0ee-74f4-11ed-8c78-0242ac1c000c
2216,1032650013,Teófilo Jordi,Chaves Tejero,teófilo.chaves@hotmail.com,M,975780308,28/1/1987,35,Inactivo,Gratuidad,Viudo/a,a6cba1b6-74f4-11ed-8c78-0242ac1c000c
2217,1290093049,Glauco Pedro,Bueno Castrillo,glauco.bueno@hotmail.com,M,941949600,12/6/2004,18,Activo,Perdida gratuidad temporal,Divorciado,a6cba27e-74f4-11ed-8c78-0242ac1c000c
2218,1546813089,Ángela Adora,Vélez Redondo,ángela.vélez@hotmail.com,F,941241550,17/2/1984,38,Inactivo,Sin gratuidad,Viudo/a,a6cba346-74f4-11ed-8c78-0242ac1c000c
2219,2280766310,Salvador Francisco Javier,Burgos Ponce,salvador.burgos@hotmail.com,M,932427631,10/5/1984,38,Inactivo,Gratuidad,Union Libre,a6cba404-74f4-11ed-8c78-0242ac1c000c
2220,1729029394,Toribio Vasco,Luna Tenorio,toribio.luna@hotmail.com,M,977025403,9/1/2001,21,Inactivo,Gratuidad,Casado/a,a6cba4b8-74f4-11ed-8c78-0242ac1c000c
2221,111973716,Ciro Isaías,Cobos Vives,ciro.cobos@hotmail.com,M,956985191,14/6/1998,24,Activo,Perdida gratuidad temporal,Viudo/a,a6cba562-74f4-11ed-8c78-0242ac1c000c
2222,2318913384,Nazario Sigfrido,Colomer Mateu,nazario.colomer@hotmail.com,M,981706499,26/3/1999,23,Activo,Sin gratuidad,Soltero/a,a6cba616-74f4-11ed-8c78-0242ac1c000c
2223,1030145224,Máxima África,Rebollo Carlos,máxima.rebollo@hotmail.com,F,957704186,11/6/1984,38,Inactivo,Perdida gratuidad temporal,Divorciado,a6cba6d4-74f4-11ed-8c78-0242ac1c000c
2224,306588680,Dorita Prudencia,Fuster Pagès,dorita.fuster@hotmail.com,F,917964452,18/10/1998,24,Activo,Perdida gratuidad temporal,Union Libre,a6cba79c-74f4-11ed-8c78-0242ac1c000c
2225,1273378422,Venceslás Sancho,Gaya Guzmán,venceslás.gaya@hotmail.com,M,958728032,3/12/1987,35,Activo,Perdida gratuidad temporal,Soltero/a,a6cba85a-74f4-11ed-8c78-0242ac1c000c
2226,1430289197,Francisco Jose Javier,Arellano Hervia,francisco jose.arellano@hotmail.com,M,920720747,24/11/1994,28,Inactivo,Perdida gratuidad temporal,Divorciado,a6cba922-74f4-11ed-8c78-0242ac1c000c
2227,1545449186,Nieves Leticia,Valentín Ramón,nieves.valentín@hotmail.com,F,979733067,23/2/1981,41,Inactivo,Perdida gratuidad temporal,Casado/a,a6cba9d6-74f4-11ed-8c78-0242ac1c000c
2228,581286472,Martin Telmo,Salcedo Barranco,martin.salcedo@hotmail.com,M,971356020,4/4/1999,23,Activo,Sin gratuidad,Union Libre,a6cbaa94-74f4-11ed-8c78-0242ac1c000c
2229,931817746,Nicanor Patricio,Leon Escudero,nicanor.leon@hotmail.com,M,992983013,3/8/2000,22,Activo,Sin gratuidad,Casado/a,a6cbab52-74f4-11ed-8c78-0242ac1c000c
2230,382397442,Azahar Claudia,Asenjo Trillo,azahar.asenjo@hotmail.com,F,966596191,28/5/1994,28,Inactivo,Gratuidad,Viudo/a,a6cbac1a-74f4-11ed-8c78-0242ac1c000c
2231,131340782,Blas Lorenzo,Sola Ripoll,blas.sola@hotmail.com,M,959867441,10/7/1995,27,Activo,Gratuidad,Divorciado,a6cbacd8-74f4-11ed-8c78-0242ac1c000c
2232,219204385,Basilio Sabas,Sastre Nevado,basilio.sastre@hotmail.com,M,940501275,26/2/1984,38,Inactivo,Perdida gratuidad temporal,Viudo/a,a6cbad96-74f4-11ed-8c78-0242ac1c000c
2233,1511598446,Marita Ágata,Carbó Fabregat,marita.carbó@hotmail.com,F,950966353,2/2/1982,40,Inactivo,Gratuidad,Soltero/a,a6cbae54-74f4-11ed-8c78-0242ac1c000c
2234,1132891182,Ariel Nazaret,Galiano Castrillo,ariel.galiano@hotmail.com,F,981810766,26/8/1994,28,Inactivo,Gratuidad,Divorciado,a6cbaf62-74f4-11ed-8c78-0242ac1c000c
2235,433525579,Bartolomé Rolando,Casanova Ávila,bartolomé.casanova@hotmail.com,M,938636652,22/12/2005,16,Activo,Sin gratuidad,Soltero/a,a6cbb016-74f4-11ed-8c78-0242ac1c000c
2236,1805703645,Humberto Melchor,Duarte Campos,humberto.duarte@hotmail.com,M,978353410,4/3/2005,17,Inactivo,Perdida gratuidad temporal,Casado/a,a6cbb0ca-74f4-11ed-8c78-0242ac1c000c
2237,2060851783,Toni Gerónimo,Linares Cabanillas,toni.linares@hotmail.com,M,950052285,3/3/1981,41,Inactivo,Gratuidad,Viudo/a,a6cbb192-74f4-11ed-8c78-0242ac1c000c
2238,681291343,Teresa Felicia,Blanes Moliner,teresa.blanes@hotmail.com,F,952022885,14/6/1998,24,Activo,Sin gratuidad,Divorciado,a6cbdd48-74f4-11ed-8c78-0242ac1c000c
2239,1979719272,Leticia Josefina,Gelabert Pérez,leticia.gelabert@hotmail.com,F,978552002,16/4/1990,32,Inactivo,Gratuidad,Divorciado,a6cbdfb4-74f4-11ed-8c78-0242ac1c000c
2240,326316149,Georgina Graciela,Guerra Botella,georgina.guerra@hotmail.com,F,920011532,4/9/2000,22,Activo,Gratuidad,Divorciado,a6cbe072-74f4-11ed-8c78-0242ac1c000c
2241,2424167712,Reyes Ani,Soria Vives,reyes.soria@hotmail.com,F,936590913,26/6/1987,35,Inactivo,Sin gratuidad,Divorciado,a6cbe112-74f4-11ed-8c78-0242ac1c000c
2242,807235033,Wilfredo Severino,Casals Machado,wilfredo.casals@hotmail.com,M,986397062,9/11/1989,33,Activo,Perdida gratuidad temporal,Soltero/a,a6cbe1bc-74f4-11ed-8c78-0242ac1c000c
2243,875673625,Juan Carlos Teo,Cabañas Paniagua,juan carlos.cabañas@hotmail.com,M,940412063,12/7/1999,23,Inactivo,Gratuidad,Soltero/a,a6cbe25c-74f4-11ed-8c78-0242ac1c000c
2244,753293083,Judith Hilda,Diéguez Montserrat,judith.diéguez@hotmail.com,F,955059369,8/1/2002,20,Activo,Gratuidad,Divorciado,a6cbe2fc-74f4-11ed-8c78-0242ac1c000c
2245,1174337240,Irene Teófila,Rios Perelló,irene.rios@hotmail.com,F,948826536,7/7/2002,20,Inactivo,Sin gratuidad,Casado/a,a6cbe3a6-74f4-11ed-8c78-0242ac1c000c
2246,817167561,Alberto Jose,Enríquez Novoa,alberto.enríquez@hotmail.com,M,903209060,10/10/1993,29,Activo,Gratuidad,Soltero/a,a6cbe43c-74f4-11ed-8c78-0242ac1c000c
2247,1368263060,Marta Paca,Marquez Sáez,marta.marquez@hotmail.com,F,931691191,7/5/1980,42,Inactivo,Gratuidad,Divorciado,a6cbe4dc-74f4-11ed-8c78-0242ac1c000c
2248,1156348381,Anastasio Pepito,Arregui Soler,anastasio.arregui@hotmail.com,M,944957561,24/7/1988,34,Inactivo,Perdida gratuidad temporal,Casado/a,a6cbe57c-74f4-11ed-8c78-0242ac1c000c
2249,1443334395,Dominga Lorena,Piñol Ferrán,dominga.piñol@hotmail.com,F,972165777,10/8/2005,17,Activo,Sin gratuidad,Casado/a,a6cbe626-74f4-11ed-8c78-0242ac1c000c
2250,969645827,Anacleto Fabián,Tejada Alvarez,anacleto.tejada@hotmail.com,M,963257127,12/12/1986,35,Activo,Perdida gratuidad temporal,Viudo/a,a6cbe6bc-74f4-11ed-8c78-0242ac1c000c
2251,1981666885,Luisina Cintia,Aller Rivero,luisina.aller@hotmail.com,F,931902672,26/11/1980,42,Inactivo,Perdida gratuidad temporal,Soltero/a,a6cbe770-74f4-11ed-8c78-0242ac1c000c
2252,2170735977,Maxi Gaspar,Guzmán Carrasco,maxi.guzmán@hotmail.com,M,968033144,5/9/1993,29,Activo,Sin gratuidad,Union Libre,a6cbe81a-74f4-11ed-8c78-0242ac1c000c
2253,1233472276,Lucila Amada,Valbuena Blanch,lucila.valbuena@hotmail.com,F,972062739,5/8/1992,30,Inactivo,Perdida gratuidad temporal,Divorciado,a6cbe8b0-74f4-11ed-8c78-0242ac1c000c
2254,192570526,Eliseo Rolando,Alcántara Rovira,eliseo.alcántara@hotmail.com,M,927533273,30/4/1983,39,Activo,Gratuidad,Union Libre,a6cbe95a-74f4-11ed-8c78-0242ac1c000c
